code;url
n/a;http://bootstrap.jami.net:4222
n/a;http://dht.aelitis.com:6881
n/a;http://dht.transmissionbt.com:6881
n/a;http://router.bitcomet.com:6881
n/a;http://router.bittorrent.com:6881
n/a;node://router.bitcomet.net:554/
